database       | 2024-02-20 21:04:18.540 UTC [4071] ERROR:  canceling statement due to user request
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.410","message":"failed to begin tx"}
database       | 2024-02-20 21:04:19.410 UTC [4170] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:19.410 UTC [4170] CONTEXT:  while rechecking updated tuple (274,1) in relation "balances"
database       | 2024-02-20 21:04:19.410 UTC [4170] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.410","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.410","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.410","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.411","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.410","message":"failed to begin tx"}
database       | 2024-02-20 21:04:19.412 UTC [3957] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:19.412 UTC [3957] CONTEXT:  while updating tuple (274,1) in relation "balances"
database       | 2024-02-20 21:04:19.412 UTC [3957] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.418","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.419","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.425","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.427","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.437","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.487","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.506","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.510","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.510","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.510","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.510","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.510","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.511","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.511","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.511","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.511","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.511","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.511","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.511","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.511","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.512","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.512","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.512","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.512","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.512","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.515","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.519","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.519","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.524","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.527","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.532","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.537","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.537","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.541","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.547","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.547","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.555","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.555","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.560","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.565","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.568","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.573","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.575","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.577","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.582","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.600","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.609","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.610","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.610","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.610","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.610","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.610","message":"failed to begin tx"}
database       | 2024-02-20 21:04:19.611 UTC [4308] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:19.611 UTC [4308] CONTEXT:  while rechecking updated tuple (270,7) in relation "balances"
database       | 2024-02-20 21:04:19.611 UTC [4308] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.612","message":"failed to begin tx"}
database       | 2024-02-20 21:04:19.613 UTC [4136] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:19.613 UTC [4136] CONTEXT:  while rechecking updated tuple (272,3) in relation "balances"
database       | 2024-02-20 21:04:19.613 UTC [4136] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.615","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.615","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.618","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.618","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.627","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.627","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.632","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.636","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.636","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.642","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.647","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.650","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.654","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.654","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.672","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.682","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.688","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.700","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.709","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.710","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.710","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.710","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.710","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.710","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.710","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.710","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.711","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.713","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.718","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.718","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.723","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.727","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.727","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.732","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.738","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.738","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.746","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.746","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.751","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.755","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.755","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.760","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.768","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.777","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.787","message":"failed to begin tx"}
database       | 2024-02-20 21:04:19.709 UTC [4206] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:19.709 UTC [4206] CONTEXT:  while rechecking updated tuple (270,7) in relation "balances"
database       | 2024-02-20 21:04:19.709 UTC [4206] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
database       | 2024-02-20 21:04:19.810 UTC [4245] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:19.810 UTC [4245] CONTEXT:  while rechecking updated tuple (272,3) in relation "balances"
database       | 2024-02-20 21:04:19.810 UTC [4245] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.810","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.810","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.810","message":"failed to begin tx"}
database       | 2024-02-20 21:04:19.811 UTC [4287] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:19.811 UTC [4287] CONTEXT:  while rechecking updated tuple (273,4) in relation "balances"
database       | 2024-02-20 21:04:19.811 UTC [4287] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.810","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.811","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.810","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.811","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.811","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.811","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.815","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.818","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.823","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.832","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.838","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.838","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.843","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.847","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.847","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.851","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.856","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.860","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.864","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.864","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.868","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.873","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.900","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.909","message":"failed to begin tx"}
database       | 2024-02-20 21:04:19.909 UTC [4206] LOG:  could not send data to client: Broken pipe
database       | 2024-02-20 21:04:19.909 UTC [4245] LOG:  could not send data to client: Broken pipe
database       | 2024-02-20 21:04:19.909 UTC [4245] FATAL:  connection to client lost
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.910","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.910","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.910","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.910","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.911","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.911","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.911","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.912","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.911","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.912","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.916","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.916","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.919","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.919","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.924","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.933","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.937","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.946","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.946","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.954","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.955","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.959","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.965","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.969","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.972","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:19.987","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.009 UTC [4285] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:20.009 UTC [4285] CONTEXT:  while rechecking updated tuple (272,3) in relation "balances"
database       | 2024-02-20 21:04:20.009 UTC [4285] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
database       | 2024-02-20 21:04:20.009 UTC [4206] FATAL:  connection to client lost
database       | 2024-02-20 21:04:20.009 UTC [4285] LOG:  could not send data to client: Broken pipe
database       | 2024-02-20 21:04:20.009 UTC [4285] FATAL:  connection to client lost
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.010","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.010","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.010","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.010 UTC [4179] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:20.010 UTC [4179] CONTEXT:  while rechecking updated tuple (274,4) in relation "balances"
database       | 2024-02-20 21:04:20.010 UTC [4179] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.011","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.011","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.011","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.011","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.011","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.011","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.011","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.011","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.012","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.014","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.017","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.018","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.023","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.027","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.032","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.036","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.037","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.042","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.047","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.051","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.055","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.055","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.060","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.064","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.065","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.068","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.073","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.077","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.081","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.082","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.109","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.110 UTC [4318] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:20.110 UTC [4318] CONTEXT:  while rechecking updated tuple (272,5) in relation "balances"
database       | 2024-02-20 21:04:20.110 UTC [4318] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.110","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.110","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.110","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.110","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.110","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.110","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.110","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.111","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.114","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.117","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.119","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.124","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.127","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.128","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.132","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.136","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.137","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.142","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.145","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.150","message":"failed to begin tx"}
